,make,model,year,trim,mileage,price,monthly_payment,status,link
1638,Dodge,Charger,2019,GT,"46,081 miles","$31,590",['$623/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2466792
1639,Dodge,Challenger,2018,SXT,"35,103 miles","$28,990",['$560/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2440561
1640,Dodge,Charger,2016,R/T,"26,182 miles","$32,590",['$634/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2466533
1641,Dodge,Charger,2021,GT,"9,671 miles","$40,590",['$735/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2433705
1642,Dodge,Challenger,2016,R/T Plus Shaker,"87,506 miles","$29,990",['$591/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2342030
1643,Dodge,Charger,2017,SXT,"14,045 miles","$28,590",['$558/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2236071
1644,Dodge,Dart,2016,SE,"81,991 miles","$14,990",['$299/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2449703
1645,Kia,Soul,2017,+,"32,449 miles","$22,590",['$440/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2436371
1646,Kia,Soul,2012,+,"85,113 miles","$13,990",['$303/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2416091
1647,Kia,Optima,2013,LX,"74,369 miles","$14,990",['$308/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/1786010
1648,Kia,Telluride,2021,SX,"16,661 miles","$50,990",['$867/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2400329
1649,Kia,Rio,2020,LX,"19,914 miles","$19,990",['$380/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2471785
1650,Kia,Cadenza,2014,Premium,"83,189 miles","$16,990",['$358/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2307844
1651,Kia,Forte,2018,LX,"38,841 miles","$16,990",['$339/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2204933
1652,Kia,Soul,2015,base,"97,133 miles","$13,990",['$303/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2322391
1653,Kia,Soul,2015,base,"56,408 miles","$14,990",['$306/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2355554
1654,Kia,Sportage,2018,LX,"14,434 miles","$23,590",['$458/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/1911146
1655,Kia,Soul,2015,+,"70,619 miles","$15,590",['$324/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2241706
1656,Kia,Forte,2017,LX,"90,035 miles","$14,590",['$307/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2315825
1657,Dodge,Dart,2013,Limited,"79,001 miles","$14,990",['$330/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2402088
1658,Dodge,Journey,2017,GT,"21,428 miles","$24,990",['$473/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2249886
1659,Kia,Forte,2014,EX,"89,439 miles","$13,990",['$303/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2457704
1660,Dodge,Dart,2013,SXT,"101,155 miles","$12,990",['$314/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2392860
1661,Kia,Sorento,2017,LX,"48,568 miles","$21,990",['$437/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2299652
1662,Kia,Rio,2018,LX,"56,401 miles","$16,590",['$337/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2394520
1663,Kia,Sorento,2016,LX,"77,996 miles","$17,990",['$360/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2297659
1664,Kia,Rio,2013,LX,"88,184 miles","$12,990",['$309/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2384297
1665,Dodge,Dart,2015,GT,"65,502 miles","$17,590",['$353/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2449845
1666,Kia,Niro,2017,EX,"92,949 miles","$20,990",['$433/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2459568
1667,Dodge,Durango,2015,Limited,"100,882 miles","$23,590",['$479/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2401853
1668,Dodge,Challenger,2015,SXT,"78,513 miles","$21,990",['$426/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2408790
1669,Kia,Forte,2020,LXS,"29,725 miles","$21,990",['$423/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2409733
1670,Kia,Forte,2016,LX,"96,003 miles","$13,990",['$289/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2399321
1671,Kia,Forte,2021,FE,"5,275 miles","$23,990",['$459/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2307527
1672,Dodge,Journey,2014,R/T,"101,236 miles","$16,990",['$369/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2365694
1673,Kia,Soul,2022,LX,"10,156 miles","$24,990",['$487/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2408217
1674,Kia,Forte,2018,LX,"75,317 miles","$15,990",['$326/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2404398
1675,Kia,Soul,2014,!,"96,600 miles","$15,990",['$339/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2433252
1676,Dodge,Journey,2012,SE,"85,067 miles","$14,990",['$347/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2390052
1677,Kia,Optima,2020,S,"26,485 miles","$24,990",['$492/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2416944
1678,Kia,Forte,2016,LX,"81,862 miles","$15,590",['$330/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2283704
1679,Dodge,Grand,2018,GT,"63,695 miles","$22,590",['$446/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2379512
1680,Kia,Sportage,2019,LX,"36,970 miles","$22,990",['$452/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2454975
1681,Kia,Soul,2013,+,"27,448 miles","$16,590",['$336/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2337341
1682,Kia,Soul,2016,base,"83,218 miles","$13,990",['$298/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2140049
1683,Dodge,Dart,2015,SXT,"27,941 miles","$17,990",['$366/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2421760
1684,Kia,Forte,2014,LX,"49,564 miles","$15,590",['$322/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2450871
1685,Kia,Soul,2015,+,"46,148 miles","$17,990",['$358/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2454066
1686,Dodge,Grand,2018,SXT,"50,507 miles","$23,990",['$471/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2477048
1687,Kia,Optima,2015,LX,"91,089 miles","$14,990",['$305/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/1932110
1688,Kia,Forte,2019,LXS,"26,721 miles","$21,990",['$432/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2418239
1689,Kia,Soul,2014,base,"82,136 miles","$14,990",['$314/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2320614
1690,Kia,Sportage,2017,LX,"77,538 miles","$19,590",['$390/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2457093
1691,Dodge,Grand,2019,SXT,"46,187 miles","$23,990",['$467/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2258670
1692,Dodge,Grand,2018,GT,"63,277 miles","$20,990",['$419/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2216549
1693,Dodge,Journey,2017,SXT,"50,341 miles","$18,990",['$379/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2319403
1694,Kia,Optima,2015,LX,"103,148 miles","$14,590",['$303/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2284572
1695,Kia,Niro,2019,Touring,"28,902 miles","$29,990",['$564/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2482796
1696,Dodge,Dart,2015,GT,"59,419 miles","$17,990",['$364/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2456201
1697,Kia,Forte,2016,LX,"59,388 miles","$15,590",['$314/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2332983
1698,Dodge,Journey,2017,SE,"102,593 miles","$15,990",['$349/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2426818
1699,Kia,Soul,2017,+,"42,987 miles","$18,590",['$370/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2332286
1700,Kia,Optima,2012,LX,"96,720 miles","$14,990",['$319/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2212504
1701,Kia,Sorento,2019,L,"90,111 miles","$20,590",['$414/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2393039
1702,Kia,Optima,2018,LX,"62,354 miles","$18,990",['$378/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2332389
1703,Dodge,Journey,2016,SXT,"83,017 miles","$15,990",['$352/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2365493
1704,Kia,Optima,2012,EX,"20,133 miles","$19,590",['$387/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2358179
1705,Dodge,Journey,2019,SE,"47,900 miles","$21,990",['$434/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2325134
1706,Kia,Sorento,2011,LX,"98,874 miles","$14,590",['$324/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2452125
1707,Dodge,Dart,2015,SXT,"72,527 miles","$15,590",['$315/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2147356
1708,Kia,Niro,2018,FE,"12,956 miles","$25,990",['$488/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2458558
1709,Kia,Forte,2020,LXS,"13,922 miles","$22,990",['$446/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2485432
1710,Kia,Sorento,2013,SX,"89,183 miles","$17,590",['$366/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2465480
1711,Kia,Sorento,2017,LX,"51,596 miles","$22,590",['$441/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2426138
1712,Kia,Soul,2015,!,"69,489 miles","$17,990",['$356/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2328295
1713,Dodge,Grand,2015,SE,"60,965 miles","$17,590",['$361/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2364714
1714,Kia,Optima,2011,EX,"86,553 miles","$15,990",['$343/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2289706
1715,Kia,Forte,2019,FE,"5,196 miles","$21,590",['$424/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2372259
1716,Dodge,Grand,2019,GT,"71,811 miles","$21,590",['$428/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2395063
1717,Dodge,Challenger,2013,SXT,"59,375 miles","$20,990",['$416/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2437610
1718,Dodge,Dart,2015,SXT,"19,920 miles","$19,590",['$396/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2429213
1719,Dodge,Durango,2015,SXT,"92,505 miles","$21,990",['$451/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2375304
1720,Dodge,Dart,2013,Rallye,"60,230 miles","$15,590",['$328/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2307318
1721,Kia,Rio,2016,LX,"84,770 miles","$14,990",['$333/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2441248
1722,Kia,Forte5,2016,LX,"42,263 miles","$17,990",['$360/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2447372
1723,Kia,Sedona,2017,LX,"65,269 miles","$23,590",['$465/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2374825
1724,Dodge,Journey,2018,SXT,"62,812 miles","$19,990",['$397/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2365896
1725,Dodge,Grand,2017,SXT,"62,744 miles","$21,990",['$434/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2440129
1726,Dodge,Charger,2020,Scat Pack Widebody,"13,508 miles","$54,990",['$942/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2440107
1727,Dodge,Grand,2017,SE,"57,402 miles","$19,990",['$406/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2363026
1728,Kia,Forte,2016,LX,"102,816 miles","$13,990",['$303/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2414945
1729,Kia,Soul,2016,base,"35,164 miles","$17,990",['$354/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2229720
1730,Dodge,Challenger,2016,SXT Plus,"89,936 miles","$23,590",['$466/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2469944
1731,Kia,Soul,2016,base,"34,077 miles","$16,990",['$330/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/1931262
1732,Kia,Soul,2017,e,"42,199 miles","$20,990",['$420/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2443258
1733,Dodge,Dart,2014,SXT,"50,964 miles","$15,990",['$334/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2362706
1734,Dodge,Grand,2019,SE,"22,894 miles","$28,590",['$537/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2472445
1735,Dodge,Charger,2021,R/T,"8,249 miles","$43,990",['$771/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2437386
1736,Dodge,Grand,2015,SE,"76,079 miles","$16,990",['$341/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2236359
1737,Kia,Soul,2016,base,"60,061 miles","$14,590",['$305/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2271468
1738,Kia,Forte,2017,LX,"71,255 miles","$15,990",['$318/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2376668
1739,Dodge,Journey,2015,SE,"69,113 miles","$16,590",['$338/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2413150
1740,Kia,Sorento,2020,LX,"59,476 miles","$25,990",['$491/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2304032
1741,Kia,Optima,2017,LX,"49,671 miles","$19,590",['$389/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2448872
1742,Kia,Niro,2020,LX,"13,559 miles","$28,990",['$544/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2457744
1743,Kia,Forte,2016,LX,"49,943 miles","$16,990",['$341/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2471436
1744,Kia,Forte,2017,LX,"68,445 miles","$15,590",['$311/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2404335
1745,Kia,Soul,2015,!,"45,046 miles","$19,990",['$396/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2237533
1746,Dodge,Challenger,2017,R/T,"74,269 miles","$28,990",['$563/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2163917
1747,Dodge,Journey,2018,SE,"50,689 miles","$19,590",['$385/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2409692
1748,Dodge,Journey,2017,SXT,"33,199 miles","$20,590",['$414/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2448019
1749,Kia,Soul,2020,S,"32,007 miles","$21,990",['$423/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2378485
1750,Kia,Optima,2019,S,"28,619 miles","$24,990",['$479/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2253490
1751,Kia,Soul,2020,EX,"25,350 miles","$23,990",['$466/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2288496
1752,Dodge,Journey,2017,SXT,"78,365 miles","$16,990",['$350/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2063290
1753,Kia,Sorento,2019,L,"56,442 miles","$23,590",['$460/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2413470
1754,Kia,Sorento,2015,LX,"80,719 miles","$16,990",['$363/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2349093
1755,Dodge,Journey,2017,SXT,"69,485 miles","$18,990",['$393/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2315327
1756,Kia,Telluride,2020,EX,"41,041 miles","$42,590",['$763/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2387841
1757,Kia,Optima,2020,EX,"22,420 miles","$29,990",['$582/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2437020
1758,Kia,Soul,2019,base,"35,255 miles","$18,990",['$373/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2312618
1759,Kia,Carnival,2022,LX,"9,015 miles","$41,990",['$752/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2303790
1760,Dodge,Durango,2019,GT,"23,520 miles","$35,990",['$694/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2318585
1761,Dodge,Grand,2019,SE,"27,895 miles","$26,990",['$522/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2387027
1762,Dodge,Charger,2019,SXT,"7,630 miles","$33,990",['$655/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2427431
1763,Dodge,Challenger,2018,392 Hemi Scat Pack Shaker,"25,735 miles","$43,990",['$791/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2431346
1764,Dodge,Challenger,2019,SRT Hellcat Redeye Widebody,"5,560 miles","$84,990",['$1462/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2395511
1765,Dodge,Charger,2013,SE,"82,762 miles","$16,990",['$338/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2395662
1766,Kia,Forte,2021,FE,"6,770 miles","$23,990",['$450/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2380544
1767,Dodge,Challenger,2016,SRT 392,"38,320 miles","$39,990",['$770/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2409671
1768,Dodge,Challenger,2016,R/T Plus,"105,178 miles","$27,590",['$561/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2448776
1769,Kia,Telluride,2022,EX,"2,906 miles","$51,990",['$899/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2478218
1770,Kia,K5,2021,EX,"19,822 miles","$32,590",['$630/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2370232
1771,Kia,Sorento,2019,LX,"34,802 miles","$25,990",['$508/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2101207
1772,Dodge,Charger,2016,SRT Hellcat,"11,000 miles","$67,590",['$1177/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2477370
1773,Dodge,Durango,2015,SXT Plus,"91,582 miles","$27,590",['$568/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2390527
1774,Dodge,Charger,2016,SRT 392,"23,155 miles","$48,590",['$869/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2281332
1775,Kia,K5,2022,GT-Line,"1,916 miles","$33,990",['$658/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2358951
1776,Kia,Telluride,2022,SX,"2,896 miles","$61,990",['$1076/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2452801
1777,Dodge,Charger,2014,R/T Plus,"69,608 miles","$25,990",['$521/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2399831
1778,Kia,Seltos,2022,S,"6,028 miles","$32,590",['$629/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2439308
1779,Kia,K5,2022,GT-Line,"9,950 miles","$36,990",['$707/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2439408
1780,Kia,Stinger,2020,GT-Line,"32,888 miles","$35,990",['$680/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2438323
1781,Dodge,Charger,2017,SXT,"45,808 miles","$26,990",['$527/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2435403
1782,Dodge,Durango,2019,GT Plus,"41,588 miles","$34,590",['$669/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2427673
1783,Dodge,Durango,2020,GT,"37,328 miles","$36,590",['$703/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2365981
1784,Dodge,Charger,2019,R/T,"17,107 miles","$40,990",['$730/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2414881
1785,Dodge,Charger,2020,R/T,"8,413 miles","$41,990",['$748/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2445986
1786,Kia,Sedona,2017,EX,"56,542 miles","$26,990",['$524/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2176188
1787,Kia,Rio,2016,LX,"57,302 miles","$15,590",['$300/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2400335
1788,Dodge,Durango,2014,SXT,"100,043 miles","$21,590",['$430/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2399109
1789,Dodge,Grand,2016,SE Plus,"74,923 miles","$18,590",['$358/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2374261
1790,Dodge,Avenger,2013,SE V6,"15,426 miles","$16,990",['$329/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2443176
1791,Dodge,Challenger,2020,SXT,"7,562 miles","$33,990",['$651/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2378201
1792,Kia,K5,2022,EX,"5,020 miles","$34,990",['$670/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2291655
1793,Dodge,Charger,2019,SXT,"43,121 miles","$27,990",['$542/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2402696
1794,Kia,K5,2021,EX,"15,272 miles","$31,990",['$615/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2392086
1795,Dodge,Charger,2019,GT,"8,328 miles","$33,990",['$651/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2385083
1796,Kia,Telluride,2020,SX,"56,573 miles","$45,990",['$811/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2401073
1797,Kia,Soul,2012,!,"43,742 miles","$16,590",['$337/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2414429
1798,Dodge,Grand,2016,AVP,"60,631 miles","$17,590",['$333/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2237754
1799,Kia,Optima,2017,EX,"47,959 miles","$23,990",['$453/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2430336
1800,Dodge,Dart,2015,SXT,"82,751 miles","$14,590",['$291/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2128184
1801,Dodge,Grand,2019,GT,"79,028 miles","$18,990",['$360/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2307829
1802,Kia,Sorento,2020,LX,"58,598 miles","$24,990",['$472/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2469327
1803,Kia,Telluride,2022,EX,"15,902 miles","$50,590",['$878/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2427163
1804,Dodge,Charger,2018,R/T,"88,739 miles","$28,990",['$583/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2458348
1805,Dodge,Challenger,2017,SXT,"8,272 miles","$29,990",['$577/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2458305
1806,Dodge,Charger,2017,R/T,"33,262 miles","$35,590",['$687/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2466699
1807,Dodge,Charger,2017,R/T,"63,994 miles","$30,990",['$604/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2403476
1808,Kia,Optima,2013,LX,"96,146 miles","$13,990",['$299/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2411976
1809,Dodge,Challenger,2015,R/T,"98,575 miles","$25,990",['$537/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2391449
1810,Dodge,Grand,2019,GT,"76,368 miles","$18,990",['$360/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2382671
1811,Dodge,Challenger,2020,R/T Scat Pack,"16,550 miles","$46,990",['$825/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2444492
1812,Dodge,Charger,2019,GT,"49,264 miles","$30,590",['$595/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2452730
1813,Kia,K5,2022,GT-Line,"9,573 miles","$37,990",['$730/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2458019
1814,Kia,Stinger,2021,GT-Line,"24,491 miles","$36,990",['$713/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2408785
1815,Kia,Soul,2016,base,"82,966 miles","$14,990",['$310/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2411717
1816,Dodge,Charger,2016,SXT,"44,592 miles","$25,990",['$508/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2277859
1817,Kia,Soul,2022,LX,"3,171 miles","$24,590",['$479/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2345390
1818,Dodge,Charger,2012,SE,"67,654 miles","$16,990",['$346/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2400386
1819,Kia,Niro,2017,EX,"73,226 miles","$22,590",['$446/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2429130
1820,Dodge,Challenger,2014,R/T,"95,729 miles","$22,990",['$467/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2443268
1821,Kia,Forte,2015,SX,"65,413 miles","$16,990",['$350/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2389971
1822,Dodge,Journey,2016,SXT,"63,946 miles","$17,990",['$364/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2412131
1823,Dodge,Dart,2016,SXT,"72,447 miles","$15,990",['$323/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2405870
1824,Kia,Optima,2018,EX,"86,243 miles","$17,990",['$373/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/1957878
1825,Dodge,Dart,2015,SE,"61,665 miles","$15,590",['$319/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2410268
1826,Dodge,Challenger,2019,R/T,"19,543 miles","$36,990",['$716/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2453166
1827,Dodge,Challenger,2017,SXT,"52,113 miles","$26,990",['$531/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2430794
1828,Kia,Rondo,2009,LX,"69,386 miles","$10,990",['$263/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2341656
1829,Kia,Forte,2018,LX,"31,567 miles","$18,990",['$376/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2400976
1830,Dodge,Grand,2017,SE Plus,"66,989 miles","$20,990",['$420/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2379616
